	LIME Importance
TEX264.rescaled	0.0
RAD54L2.rescaled	0.0
RBM15B.rescaled	0.0
MANF.rescaled	0.0
ABHD14A.rescaled	0.0
ACY1.rescaled	0.0
RPL29.rescaled	0.0
ZDHHC23.rescaled	0.0
C3orf52.rescaled	0.0
CD200.rescaled	0.0
BTLA.rescaled	0.0
ATG3.rescaled	0.0
SLC35A5.rescaled	0.0
CCDC80.rescaled	0.0
NISCH.rescaled	0.0
CD200R1.rescaled	0.0
GTPBP8.rescaled	0.0
BOC.rescaled	0.0
TNNC1.rescaled	0.0
SEMA3G.rescaled	0.0
PHF7.rescaled	0.0
BAP1.rescaled	0.0
DNAH1.rescaled	0.0
NKAP.rescaled	0.0
SPICE1.rescaled	0.0
WDR82.rescaled	0.0
PPM1M.rescaled	0.0
TWF2.rescaled	0.0
SIDT1.rescaled	0.0
NAA50.rescaled	0.0
TLR9.rescaled	0.0
ALAS1.rescaled	0.0
LRRC66.rescaled	0.0
POC1A.rescaled	0.0
ATP6V1A.rescaled	0.0
GRAMD1C.rescaled	0.0
DUSP7.rescaled	0.0
COX17.rescaled	0.0
GSK3B.rescaled	0.0
LIAS.rescaled	0.0
MST1R.rescaled	0.0
SEMA3B.rescaled	0.0
ILDR1.rescaled	0.0
GNAI2.rescaled	0.0
CD86.rescaled	0.0
SLC38A3.rescaled	0.0
FAM162A.rescaled	0.0
SEMA3F.rescaled	0.0
WDR5B.rescaled	0.0
RBM5.rescaled	0.0
RBM6.rescaled	0.0
KPNA1.rescaled	0.0
PARP9.rescaled	0.0
MON1A.rescaled	0.0
PARP15.rescaled	0.0
PDS5A.rescaled	0.0
DOCK3.rescaled	0.0
PARP14.rescaled	0.0
TRAIP.rescaled	0.0
UBA7.rescaled	0.0
HSPBAP1.rescaled	0.0
SEMA5B.rescaled	0.0
PDIA5.rescaled	0.0
SEC22A.rescaled	0.0
UBE2K.rescaled	0.0
ADCY5.rescaled	0.0
CDHR4.rescaled	0.0
MYLK.rescaled	0.0
ROPN1.rescaled	0.0
KALRN.rescaled	0.0
UMPS.rescaled	0.0
IFRD2.rescaled	0.0
SLC15A2.rescaled	0.0
EAF2.rescaled	0.0
HYAL3.rescaled	0.0
PLS3.rescaled	0.0
GPR156.rescaled	0.0
CISH.rescaled	0.0
LRRC58.rescaled	0.0
HEMK1.rescaled	0.0
FSTL1.rescaled	0.0
NDUFB4.rescaled	0.0
HGD.rescaled	0.0
RABL3.rescaled	0.0
GTF2E1.rescaled	0.0
UPF3B.rescaled	0.0
C3orf18.rescaled	0.0
RHOH.rescaled	0.0
POLQ.rescaled	0.0
ARGFX.rescaled	0.0
CACNA2D2.rescaled	0.0
HCLS1.rescaled	0.0
TMEM115.rescaled	0.0
RPL39.rescaled	0.0
CYB561D2.rescaled	0.0
RASL11B.rescaled	0.0
IQCB1.rescaled	0.0
NPRL2.rescaled	0.0
ZMYND10.rescaled	0.0
RASSF1.rescaled	0.0
TUSC2.rescaled	0.0
HYAL2.rescaled	0.0
HYAL1.rescaled	0.0
N4BP2.rescaled	0.0
TMPRSS7.rescaled	0.0
NT5DC2.rescaled	0.0
TAGLN3.rescaled	0.0
PDHB.rescaled	0.0
EBLN2.rescaled	0.0
PDZRN3.rescaled	0.0
CNTN3.rescaled	0.0
PTPRG.rescaled	0.0
ZNF717.rescaled	0.0
ROBO1.rescaled	0.0
FHIT.rescaled	0.0
FAM3D.rescaled	0.0
FAM107A.rescaled	0.0
GBE1.rescaled	0.0
VGLL3.rescaled	0.0
CHMP2B.rescaled	0.0
ACOX2.rescaled	0.0
KCTD6.rescaled	0.0
PXK.rescaled	0.0
PBRM1.rescaled	0.0
GABRA2.rescaled	0.0
RPP14.rescaled	0.0
ABHD6.rescaled	0.0
CGGBP1.rescaled	0.0
GNPDA2.rescaled	0.0
GUF1.rescaled	0.0
ZNF654.rescaled	0.0
FLNB.rescaled	0.0
C3orf38.rescaled	0.0
SLMAP.rescaled	0.0
EPHA3.rescaled	0.0
ARF4.rescaled	0.0
PDE12.rescaled	0.0
PROS1.rescaled	0.0
OCIAD1.rescaled	0.0
PPP4R2.rescaled	0.0
GXYLT2.rescaled	0.0
COMMD8.rescaled	0.0
ADAMTS9.rescaled	0.0
MAGI1.rescaled	0.0
PSMD6.rescaled	0.0
SLC25A26.rescaled	0.0
LRIG1.rescaled	0.0
KBTBD8.rescaled	0.0
ATXN7.rescaled	0.0
SUCLG2.rescaled	0.0
UBA3.rescaled	0.0
ARL6IP5.rescaled	0.0
SLAIN2.rescaled	0.0
TEC.rescaled	0.0
TXK.rescaled	0.0
CUL4B.rescaled	0.0
THOC7.rescaled	0.0
FRMD4B.rescaled	0.0
MITF.rescaled	0.0
NIPAL1.rescaled	0.0
FRYL.rescaled	0.0
FOXP1.rescaled	0.0
GPR27.rescaled	0.0
LAMP2.rescaled	0.0
CNGA1.rescaled	0.0
RYBP.rescaled	0.0
NFXL1.rescaled	0.0
CORIN.rescaled	0.0
MCTS1.rescaled	0.0
SHQ1.rescaled	0.0
ATP10D.rescaled	0.0
ARL13B.rescaled	0.0
STX19.rescaled	0.0
ASB14.rescaled	0.0
NFKBIZ.rescaled	0.0
ALCAM.rescaled	0.0
DCP1A.rescaled	0.0
TKT.rescaled	0.0
PRKCD.rescaled	0.0
CBLB.rescaled	0.0
SHISA3.rescaled	0.0
RFT1.rescaled	0.0
ZBTB33.rescaled	0.0
CD47.rescaled	0.0
MUSTN1.rescaled	0.0
ITIH4.rescaled	0.0
IFT57.rescaled	0.0
SLC30A9.rescaled	0.0
OCIAD2.rescaled	0.0
DCAF4L1.rescaled	0.0
TRAT1.rescaled	0.0
CWH43.rescaled	0.0
TMEM33.rescaled	0.0
NEK4.rescaled	0.0
CD96.rescaled	0.0
SPCS1.rescaled	0.0
ZBED2.rescaled	0.0
LIMCH1.rescaled	0.0
GLT8D1.rescaled	0.0
UCHL1.rescaled	0.0
PHLDB2.rescaled	0.0
DCUN1D4.rescaled	0.0
ABHD10.rescaled	0.0
RHOXF1.rescaled	0.0
CACNA1D.rescaled	0.0
CHDH.rescaled	0.0
NSUN3.rescaled	0.0
CEP97.rescaled	0.0
ARL6.rescaled	0.0
OR5K2.rescaled	0.0
CLDND1.rescaled	0.0
ATP8A1.rescaled	0.0
APPL1.rescaled	0.0
CPOX.rescaled	0.0
ST3GAL6.rescaled	0.0
HESX1.rescaled	0.0
DCBLD2.rescaled	0.0
IL17RD.rescaled	0.0
COL8A1.rescaled	0.0
SPATA12.rescaled	0.0
ARHGEF3.rescaled	0.0
NIT2.rescaled	0.0
LNP1.rescaled	0.0
CCDC66.rescaled	0.0
ERC2.rescaled	0.0
WNT5A.rescaled	0.0
TMEM45A.rescaled	0.0
CACNA2D3.rescaled	0.0
C1GALT1C1.rescaled	0.0
TFG.rescaled	0.0
ABI3BP.rescaled	0.0
ACTR8.rescaled	0.0
SENP7.rescaled	0.0
PCNP.rescaled	0.0
ZBTB11.rescaled	0.0
IL17RB.rescaled	0.0
RPL24.rescaled	0.0
UGDH.rescaled	0.0
ITGB5.rescaled	0.0
PCDH7.rescaled	0.0
THOC2.rescaled	0.0
PIK3CB.rescaled	0.0
SLC25A43.rescaled	0.0
LARS2.rescaled	0.0
PRR23A.rescaled	0.0
TMEM158.rescaled	0.0
CDCP1.rescaled	0.0
AASDH.rescaled	0.0
CLEC3B.rescaled	0.0
PRR23C.rescaled	0.0
MRPS22.rescaled	0.0
RBP1.rescaled	0.0
NMNAT3.rescaled	0.0
PPAT.rescaled	0.0
EXOSC7.rescaled	0.0
CLSTN2.rescaled	0.0
GRK7.rescaled	0.0
ZDHHC3.rescaled	0.0
RELL1.rescaled	0.0
SLC25A36.rescaled	0.0
TMEM42.rescaled	0.0
SPSB4.rescaled	0.0
KIF15.rescaled	0.0
KIAA1143.rescaled	0.0
ZBTB38.rescaled	0.0
ZNF501.rescaled	0.0
ZNF502.rescaled	0.0
ZNF35.rescaled	0.0
RASA2.rescaled	0.0
ZNF197.rescaled	0.0
RNF7.rescaled	0.0
CEP135.rescaled	0.0
SLC25A5.rescaled	0.0
CEP70.rescaled	0.0
ESYT3.rescaled	0.0
TMIE.rescaled	0.0
ALS2CL.rescaled	0.0
PTTG2.rescaled	0.0
LRRC2.rescaled	0.0
LTF.rescaled	0.0
CCRL2.rescaled	0.0
CCR5.rescaled	0.0
TBC1D1.rescaled	0.0
CCR2.rescaled	0.0
CCR3.rescaled	0.0
CLDN18.rescaled	0.0
CCR1.rescaled	0.0
CLOCK.rescaled	0.0
XCR1.rescaled	0.0
NMU.rescaled	0.0
DZIP1L.rescaled	0.0
A4GNT.rescaled	0.0
CXCR6.rescaled	0.0
DBR1.rescaled	0.0
FYCO1.rescaled	0.0
EXOC1.rescaled	0.0
CCR9.rescaled	0.0
LZTFL1.rescaled	0.0
SLC6A20.rescaled	0.0
ARMC8.rescaled	0.0
NME9.rescaled	0.0
SACM1L.rescaled	0.0
MRAS.rescaled	0.0
LIMD1.rescaled	0.0
ZNF660.rescaled	0.0
ZNF445.rescaled	0.0
HEG1.rescaled	0.0
EIF1B.rescaled	0.0
CPA3.rescaled	0.0
GYG1.rescaled	0.0
HLTF.rescaled	0.0
HPS3.rescaled	0.0
PAICS.rescaled	0.0
CTNNB1.rescaled	0.0
ZNF621.rescaled	0.0
ZNF620.rescaled	0.0
ZNF619.rescaled	0.0
RPL14.rescaled	0.0
CP.rescaled	0.0
PRICKLE2.rescaled	0.0
TM4SF18.rescaled	0.0
TM4SF1.rescaled	0.0
WWTR1.rescaled	0.0
ABHD5.rescaled	0.0
COMMD2.rescaled	0.0
MYRIP.rescaled	0.0
MOBP.rescaled	0.0
ANKUB1.rescaled	0.0
SRP72.rescaled	0.0
RPSA.rescaled	0.0
RNF13.rescaled	0.0
PFN2.rescaled	0.0
TSC22D2.rescaled	0.0
SERP1.rescaled	0.0
SLC25A38.rescaled	0.0
ARAP2.rescaled	0.0
EIF2A.rescaled	0.0
SIAH2.rescaled	0.0
AGTR1.rescaled	0.0
ZIC1.rescaled	0.0
ULK4.rescaled	0.0
ZIC4.rescaled	0.0
TFDP2.rescaled	0.0
GK5.rescaled	0.0
ANO10.rescaled	0.0
SNRK.rescaled	0.0
KRBOX1.rescaled	0.0
XRN1.rescaled	0.0
ATR.rescaled	0.0
PLS1.rescaled	0.0
ZNF662.rescaled	0.0
CYP8B1.rescaled	0.0
HIGD1A.rescaled	0.0
TRPC1.rescaled	0.0
CCDC13.rescaled	0.0
C4orf19.rescaled	0.0
ZBTB47.rescaled	0.0
PCOLCE2.rescaled	0.0
NKTR.rescaled	0.0
U2SURP.rescaled	0.0
CHST2.rescaled	0.0
DTHD1.rescaled	0.0
SS18L2.rescaled	0.0
SLC9A9.rescaled	0.0
PLOD2.rescaled	0.0
SEC22C.rescaled	0.0
VIPR1.rescaled	0.0
PLSCR4.rescaled	0.0
PLSCR2.rescaled	0.0
PLSCR1.rescaled	0.0
TRAK1.rescaled	0.0
IL20RB.rescaled	0.0
MYL3.rescaled	0.0
NCK1.rescaled	0.0
RAB43.rescaled	0.0
USP4.rescaled	0.0
C3orf62.rescaled	0.0
KLHDC8B.rescaled	0.0
SEC61A1.rescaled	0.0
CCDC71.rescaled	0.0
LAMB2.rescaled	0.0
RPL9.rescaled	0.0
USP19.rescaled	0.0
EEFSEC.rescaled	0.0
GATA2.rescaled	0.0
RPN1.rescaled	0.0
RAB7A.rescaled	0.0
ACAD9.rescaled	0.0
QRICH1.rescaled	0.0
ISY1.rescaled	0.0
STAG1.rescaled	0.0
CNBP.rescaled	0.0
NDUFAF3.rescaled	0.0
DALRD3.rescaled	0.0
MBD4.rescaled	0.0
IFT122.rescaled	0.0
PLXND1.rescaled	0.0
TMCC1.rescaled	0.0
RFC1.rescaled	0.0
ALG1L2.rescaled	0.0
NKRF.rescaled	0.0
WDR6.rescaled	0.0
P4HTM.rescaled	0.0
ARIH2.rescaled	0.0
WDR19.rescaled	0.0
MGLL.rescaled	0.0
ABTB1.rescaled	0.0
PODXL2.rescaled	0.0
MCM2.rescaled	0.0
SLC12A8.rescaled	0.0
ZNF148.rescaled	0.0
SNX4.rescaled	0.0
OSBPL11.rescaled	0.0
ALG1L.rescaled	0.0
GMPPB.rescaled	0.0
AMIGO3.rescaled	0.0
RNF123.rescaled	0.0
IL13RA2.rescaled	0.0
LNX1.rescaled	0.0
MST1.rescaled	0.0
ROPN1B.rescaled	0.0
SLC41A3.rescaled	0.0
APEH.rescaled	0.0
BSN.rescaled	0.0
ALDH1L1.rescaled	0.0
CHIC2.rescaled	0.0
KLF15.rescaled	0.0
DAG1.rescaled	0.0
NICN1.rescaled	0.0
ZXDC.rescaled	0.0
CHST13.rescaled	0.0
CHCHD6.rescaled	0.0
AMT.rescaled	0.0
PLXNA1.rescaled	0.0
TPRA1.rescaled	0.0
TCTA.rescaled	0.0
RHOA.rescaled	0.0
GPX1.rescaled	0.0
PIK3R4.rescaled	0.0
ATP2C1.rescaled	0.0
KLHL5.rescaled	0.0
PLXNB1.rescaled	0.0
FBXW12.rescaled	0.0
SPINK8.rescaled	0.0
KDR.rescaled	0.0
TLR6.rescaled	0.0
AMOTL2.rescaled	0.0
NME6.rescaled	0.0
SRD5A3.rescaled	0.0
ZNF589.rescaled	0.0
CDC25A.rescaled	0.0
ANAPC13.rescaled	0.0
TLR1.rescaled	0.0
MAP4.rescaled	0.0
TLR10.rescaled	0.0
CEP63.rescaled	0.0
DHX30.rescaled	0.0
SMARCC1.rescaled	0.0
EPHB1.rescaled	0.0
CSPG5.rescaled	0.0
KLF3.rescaled	0.0
SCAP.rescaled	0.0
PTPN23.rescaled	0.0
KLHL18.rescaled	0.0
KIF9.rescaled	0.0
PPP2R3A.rescaled	0.0
MSL2.rescaled	0.0
NBEAL2.rescaled	0.0
CCDC12.rescaled	0.0
PTH1R.rescaled	0.0
PCCB.rescaled	0.0
RYK.rescaled	0.0
CCDC51.rescaled	0.0
ASTE1.rescaled	0.0
SLCO2A1.rescaled	0.0
SLC25A20.rescaled	0.0
PRKAR2A.rescaled	0.0
NEK11.rescaled	0.0
NUDT16.rescaled	0.0
IP6K2.rescaled	0.0
PDGFRA.rescaled	0.0
MRPL3.rescaled	0.0
NCKIPSD.rescaled	0.0
CPNE4.rescaled	0.0
DNAJC13.rescaled	0.0
CELSR3.rescaled	0.0
SLC26A6.rescaled	0.0
TMEM89.rescaled	0.0
KIT.rescaled	0.0
UQCRC1.rescaled	0.0
UBE2A.rescaled	0.0
NPHP3.rescaled	0.0
TMEM108.rescaled	0.0
COL7A1.rescaled	0.0
UCN2.rescaled	0.0
PFKFB4.rescaled	0.0
CDV3.rescaled	0.0
SHISA5.rescaled	0.0
TOPBP1.rescaled	0.0
TREX1.rescaled	0.0
TF.rescaled	0.0
SRPRB.rescaled	0.0
RAB6B.rescaled	0.0
ATRIP.rescaled	0.0
EIF4E3.rescaled	0.0
MRPL40.rescaled	0.0
RBMX2.rescaled	0.0
SCRN3.rescaled	0.0
METAP1D.rescaled	0.0
DLX1.rescaled	0.0
ITGA6.rescaled	0.0
PDK1.rescaled	0.0
RAPGEF4.rescaled	0.0
CDCA7.rescaled	0.0
SP3.rescaled	0.0
OLA1.rescaled	0.0
EMD.rescaled	0.0
CIR1.rescaled	0.0
GPR155.rescaled	0.0
SLC25A12.rescaled	0.0
WIPF1.rescaled	0.0
CHRNA1.rescaled	0.0
CHN1.rescaled	0.0
ATF2.rescaled	0.0
HOXD13.rescaled	0.0
HOXD11.rescaled	0.0
HOXD10.rescaled	0.0
HOXD9.rescaled	0.0
HOXD8.rescaled	0.0
HOXD4.rescaled	0.0
HAT1.rescaled	0.0
DYNC1I2.rescaled	0.0
DNAH7.rescaled	0.0
BBS5.rescaled	0.0
GALNT3.rescaled	0.0
TTC21B.rescaled	0.0
SCN9A.rescaled	0.0
SCN7A.rescaled	0.0
STK39.rescaled	0.0
CERS6.rescaled	0.0
NOSTRIN.rescaled	0.0
SPC25.rescaled	0.0
DHRS9.rescaled	0.0
LRP2.rescaled	0.0
FASTKD1.rescaled	0.0
CYBRD1.rescaled	0.0
PPIG.rescaled	0.0
PHOSPHO2.rescaled	0.0
KLHL23.rescaled	0.0
SSB.rescaled	0.0
METTL5.rescaled	0.0
UBR3.rescaled	0.0
GORASP2.rescaled	0.0
TLK1.rescaled	0.0
METTL8.rescaled	0.0
DCAF17.rescaled	0.0
FLNA.rescaled	0.0
HOXD1.rescaled	0.0
MTX2.rescaled	0.0
ASNSD1.rescaled	0.0
FSIP2.rescaled	0.0
ZC3H15.rescaled	0.0
ITGAV.rescaled	0.0
FAM171B.rescaled	0.0
CALCRL.rescaled	0.0
GULP1.rescaled	0.0
DIRC1.rescaled	0.0
COL3A1.rescaled	0.0
COL5A2.rescaled	0.0
SLC40A1.rescaled	0.0
ANKAR.rescaled	0.0
HNRNPA3.rescaled	0.0
OSGEPL1.rescaled	0.0
ORMDL1.rescaled	0.0
PMS1.rescaled	0.0
C2orf88.rescaled	0.0
HIBCH.rescaled	0.0
INPP1.rescaled	0.0
NAB1.rescaled	0.0
GLS.rescaled	0.0
STAT1.rescaled	0.0
STAT4.rescaled	0.0
ZNF804A.rescaled	0.0
NUP35.rescaled	0.0
DUSP19.rescaled	0.0
NCKAP1.rescaled	0.0
NFE2L2.rescaled	0.0
AGPS.rescaled	0.0
TTC30B.rescaled	0.0
TTC30A.rescaled	0.0
PDE11A.rescaled	0.0
RBM45.rescaled	0.0
OSBPL6.rescaled	0.0
PRKRA.rescaled	0.0
FKBP7.rescaled	0.0
PLEKHA3.rescaled	0.0
TTN.rescaled	0.0
CCDC141.rescaled	0.0
SESTD1.rescaled	0.0
ZNF385B.rescaled	0.0
CWC22.rescaled	0.0
UBE2E3.rescaled	0.0
ITGA4.rescaled	0.0
CERKL.rescaled	0.0
PDE1A.rescaled	0.0
DNAJC10.rescaled	0.0
FRZB.rescaled	0.0
CSRNP3.rescaled	0.0
SCN3A.rescaled	0.0
SLC38A11.rescaled	0.0
TMEM163.rescaled	0.0
FAM168B.rescaled	0.0
PLEKHB2.rescaled	0.0
POTEE.rescaled	0.0
MZT2A.rescaled	0.0
TUBA3D.rescaled	0.0
CCDC74A.rescaled	0.0
GPR39.rescaled	0.0
LYPD1.rescaled	0.0
NCKAP5.rescaled	0.0
MGAT5.rescaled	0.0
ACMSD.rescaled	0.0
LRP1B.rescaled	0.0
CCNT2.rescaled	0.0
RAB3GAP1.rescaled	0.0
ZRANB3.rescaled	0.0
R3HDM1.rescaled	0.0
UBXN4.rescaled	0.0
LCT.rescaled	0.0
MCM6.rescaled	0.0
CXCR4.rescaled	0.0
THSD7B.rescaled	0.0
HNMT.rescaled	0.0
ARHGEF4.rescaled	0.0
PTPN18.rescaled	0.0
IMP4.rescaled	0.0
CCDC115.rescaled	0.0
ERCC3.rescaled	0.0
MAP3K2.rescaled	0.0
PROC.rescaled	0.0
IWS1.rescaled	0.0
MYO7B.rescaled	0.0
LIMS2.rescaled	0.0
WDR33.rescaled	0.0
SFT2D3.rescaled	0.0
POLR2D.rescaled	0.0
AMMECR1L.rescaled	0.0
SAP130.rescaled	0.0
UGGT1.rescaled	0.0
HS6ST1.rescaled	0.0
RAB6C.rescaled	0.0
POTEF.rescaled	0.0
CCDC74B.rescaled	0.0
SMPD4.rescaled	0.0
GDI1.rescaled	0.0
ATP6AP1.rescaled	0.0
MZT2B.rescaled	0.0
TUBA3E.rescaled	0.0
SPOPL.rescaled	0.0
KYNU.rescaled	0.0
COBLL1.rescaled	0.0
CD302.rescaled	0.0
GPD2.rescaled	0.0
GALNT5.rescaled	0.0
ERMN.rescaled	0.0
CYTIP.rescaled	0.0
ACVR1.rescaled	0.0
UPP2.rescaled	0.0
CCDC148.rescaled	0.0
DAPL1.rescaled	0.0
TANC1.rescaled	0.0
BAZ2B.rescaled	0.0
LY75.rescaled	0.0
ARHGAP15.rescaled	0.0
PLA2R1.rescaled	0.0
ITGB6.rescaled	0.0
RBMS1.rescaled	0.0
TANK.rescaled	0.0
PSMD14.rescaled	0.0
RPL10.rescaled	0.0
DPP4.rescaled	0.0
IFIH1.rescaled	0.0
GCA.rescaled	0.0
FIGN.rescaled	0.0
NR4A2.rescaled	0.0
KCNJ3.rescaled	0.0
GALNT13.rescaled	0.0
ARL6IP6.rescaled	0.0
GTDC1.rescaled	0.0
ZEB2.rescaled	0.0
ACVR2A.rescaled	0.0
DNASE1L1.rescaled	0.0
ORC4.rescaled	0.0
MBD5.rescaled	0.0
EPC2.rescaled	0.0
KIF5C.rescaled	0.0
LYPD6.rescaled	0.0
MMADHC.rescaled	0.0
RND3.rescaled	0.0
RBM43.rescaled	0.0
NMI.rescaled	0.0
TNFAIP6.rescaled	0.0
RIF1.rescaled	0.0
NEB.rescaled	0.0
ARL5A.rescaled	0.0
CACNB4.rescaled	0.0
STAM2.rescaled	0.0
FMNL2.rescaled	0.0
PRPF40A.rescaled	0.0
MYO1B.rescaled	0.0
STK17B.rescaled	0.0
GYPC.rescaled	0.0
COL4A3.rescaled	0.0
AP1S3.rescaled	0.0
WDFY1.rescaled	0.0
MRPL44.rescaled	0.0
SERPINE2.rescaled	0.0
FAM124B.rescaled	0.0
CUL3.rescaled	0.0
DOCK10.rescaled	0.0
IRS1.rescaled	0.0
RHBDD1.rescaled	0.0
COL4A4.rescaled	0.0
MFF.rescaled	0.0
ACSL3.rescaled	0.0
TM4SF20.rescaled	0.0
AGFG1.rescaled	0.0
SLC19A3.rescaled	0.0
CCL20.rescaled	0.0
PID1.rescaled	0.0
PDZD4.rescaled	0.0
TRIP12.rescaled	0.0
FBXO36.rescaled	0.0
SLC16A14.rescaled	0.0
SP110.rescaled	0.0
KCNE4.rescaled	0.0
L1CAM.rescaled	0.0
HECW2.rescaled	0.0
DNAJB2.rescaled	0.0
NAA10.rescaled	0.0
SLC23A3.rescaled	0.0
CNPPD1.rescaled	0.0
ZFAND2B.rescaled	0.0
ABCB6.rescaled	0.0
ATG9A.rescaled	0.0
ANKZF1.rescaled	0.0
GLB1L.rescaled	0.0
STK16.rescaled	0.0
TUBA4A.rescaled	0.0
PTPRN.rescaled	0.0
FARSB.rescaled	0.0
SPEG.rescaled	0.0
GMPPA.rescaled	0.0
CHPF.rescaled	0.0
TMEM198.rescaled	0.0
OBSL1.rescaled	0.0
STK11IP.rescaled	0.0
SLC4A3.rescaled	0.0
AVPR2.rescaled	0.0
PAX3.rescaled	0.0
SGPP2.rescaled	0.0
SP140.rescaled	0.0
SP140L.rescaled	0.0
SP100.rescaled	0.0
UBE2F.rescaled	0.0
AGAP1.rescaled	0.0
GBX2.rescaled	0.0
IQCA1.rescaled	0.0
COPS8.rescaled	0.0
COL6A3.rescaled	0.0
MLPH.rescaled	0.0
RAB17.rescaled	0.0
LRRFIP1.rescaled	0.0
RBM44.rescaled	0.0
RAMP1.rescaled	0.0
SCLY.rescaled	0.0
CAB39.rescaled	0.0
ESPNL.rescaled	0.0
KLHL30.rescaled	0.0
ILKAP.rescaled	0.0
HES6.rescaled	0.0
PER2.rescaled	0.0
TRAF3IP1.rescaled	0.0
ASB1.rescaled	0.0
TWIST2.rescaled	0.0
HDAC4.rescaled	0.0
OTOS.rescaled	0.0
SH3BP4.rescaled	0.0
ARL4C.rescaled	0.0
SRPK3.rescaled	0.0
HJURP.rescaled	0.0
ITM2C.rescaled	0.0
GPR55.rescaled	0.0
C2orf72.rescaled	0.0
PSMD1.rescaled	0.0
HTR2B.rescaled	0.0
ARMC9.rescaled	0.0
B3GNT7.rescaled	0.0
NCL.rescaled	0.0
PTMA.rescaled	0.0
SSR4.rescaled	0.0
COPS7B.rescaled	0.0
NPPC.rescaled	0.0
EIF4E2.rescaled	0.0
EFHD1.rescaled	0.0
GIGYF2.rescaled	0.0
NGEF.rescaled	0.0
INPP5D.rescaled	0.0
ATG16L1.rescaled	0.0
IDH3G.rescaled	0.0
DGKD.rescaled	0.0
USP40.rescaled	0.0
NHEJ1.rescaled	0.0
RENBP.rescaled	0.0
WNT6.rescaled	0.0
SUMO1.rescaled	0.0
CFLAR.rescaled	0.0
CASP10.rescaled	0.0
CASP8.rescaled	0.0
TRAK2.rescaled	0.0
STRADB.rescaled	0.0
TMEM237.rescaled	0.0
MPP4.rescaled	0.0
ALS2.rescaled	0.0
CDK15.rescaled	0.0
FZD7.rescaled	0.0
NOP58.rescaled	0.0
NRP2.rescaled	0.0
BMPR2.rescaled	0.0
FAM117B.rescaled	0.0
ICA1L.rescaled	0.0
WDR12.rescaled	0.0
NBEAL1.rescaled	0.0
CYP20A1.rescaled	0.0
ABI2.rescaled	0.0
CD28.rescaled	0.0
CTLA4.rescaled	0.0
ICOS.rescaled	0.0
NDUFB3.rescaled	0.0
FAM126B.rescaled	0.0
ORC2.rescaled	0.0
NIF3L1.rescaled	0.0
CCDC150.rescaled	0.0
GTF3C3.rescaled	0.0
MECP2.rescaled	0.0
PGAP1.rescaled	0.0
ANKRD44.rescaled	0.0
SF3B1.rescaled	0.0
COQ10B.rescaled	0.0
HSPD1.rescaled	0.0
HSPE1.rescaled	0.0
MOB4.rescaled	0.0
RFTN2.rescaled	0.0
MARS2.rescaled	0.0
PLCL1.rescaled	0.0
SATB2.rescaled	0.0
C2orf69.rescaled	0.0
TYW5.rescaled	0.0
SPATS2L.rescaled	0.0
KCTD18.rescaled	0.0
AOX1.rescaled	0.0
BZW1.rescaled	0.0
PPIL3.rescaled	0.0
PARD3B.rescaled	0.0
INO80D.rescaled	0.0
CYP27A1.rescaled	0.0
TMBIM1.rescaled	0.0
MREG.rescaled	0.0
TMEM169.rescaled	0.0
XRCC5.rescaled	0.0
SMARCAL1.rescaled	0.0
RPL37A.rescaled	0.0
IGFBP2.rescaled	0.0
TNS1.rescaled	0.0
ARPC2.rescaled	0.0
GPBAR1.rescaled	0.0
AAMP.rescaled	0.0
SLC11A1.rescaled	0.0
NDUFS1.rescaled	0.0
CTDSP1.rescaled	0.0
TMEM187.rescaled	0.0
USP37.rescaled	0.0
PLCD4.rescaled	0.0
ZNF142.rescaled	0.0
BCS1L.rescaled	0.0
RNF25.rescaled	0.0
STK36.rescaled	0.0
TTLL4.rescaled	0.0
HCFC1.rescaled	0.0
FN1.rescaled	0.0
ATIC.rescaled	0.0
ABCA12.rescaled	0.0
BARD1.rescaled	0.0
EEF1B2.rescaled	0.0
ZDBF2.rescaled	0.0
ADAM23.rescaled	0.0
MDH1B.rescaled	0.0
FASTKD2.rescaled	0.0
CPO.rescaled	0.0
KLF7.rescaled	0.0
CREB1.rescaled	0.0
METTL21A.rescaled	0.0
CCNYL1.rescaled	0.0
PLEKHM3.rescaled	0.0
IDH1.rescaled	0.0
PIKFYVE.rescaled	0.0
PTH2R.rescaled	0.0
MAP2.rescaled	0.0
RPE.rescaled	0.0
LANCL1.rescaled	0.0
IRAK1.rescaled	0.0
ERBB4.rescaled	0.0
IKZF2.rescaled	0.0
SPAG16.rescaled	0.0
BIN1.rescaled	0.0
TSN.rescaled	0.0
ANKMY1.rescaled	0.0
VBP1.rescaled	0.0
FANCL.rescaled	0.0
BCL11A.rescaled	0.0
PAPOLG.rescaled	0.0
REL.rescaled	0.0
PUS10.rescaled	0.0
PEX13.rescaled	0.0
C2orf74.rescaled	0.0
USP34.rescaled	0.0
XPO1.rescaled	0.0
FAM161A.rescaled	0.0
COMMD1.rescaled	0.0
CCDC85A.rescaled	0.0
BRCC3.rescaled	0.0
TMEM17.rescaled	0.0
EHBP1.rescaled	0.0
OTX1.rescaled	0.0
WDPCP.rescaled	0.0
MDH1.rescaled	0.0
VPS54.rescaled	0.0
PELI1.rescaled	0.0
LGALSL.rescaled	0.0
AFTPH.rescaled	0.0
RAB39B.rescaled	0.0
EFEMP1.rescaled	0.0
